id,system,voltage_class,voltage_kv_max,voltage_kv_all,length_km,osm_id,osm_voltage,source_id
TRM-SLW-0133,Sulteng,70 kV,70.0,70,6.118,way/1003539534,70000,OSM-overpass
TRM-SLW-0134,Sulteng,70 kV,70.0,70,17.805,way/1003539535,70000,OSM-overpass
TRM-SLW-0135,Sulselrabar,150 kV,150.0,150,22.23,way/1004332812,150000,OSM-overpass
TRM-SLW-0136,Sulselrabar,150 kV,150.0,150,0.289,way/1004332813,150000,OSM-overpass
TRM-SLW-0137,Sulselrabar,150 kV,150.0,150,66.578,way/1004332816,150000,OSM-overpass
TRM-SLW-0138,Sulselrabar,150 kV,150.0,150,91.391,way/1121250704,150000,OSM-overpass
TRM-SLW-0139,Sulselrabar,150 kV,150.0,150,10.934,way/1121250707,150000,OSM-overpass
TRM-SLW-0140,Sulselrabar,150 kV,150.0,150,6.886,way/1155753351,150000,OSM-overpass
TRM-SLW-0141,Sulselrabar,150 kV,150.0,150,1.353,way/1155753352,150000,OSM-overpass
TRM-SLW-0142,Sulselrabar,150 kV,150.0,150,1.272,way/1155753353,150000,OSM-overpass
TRM-SLW-0143,Sulselrabar,150 kV,150.0,150,59.481,way/1155753354,150000,OSM-overpass
TRM-SLW-0144,Sulselrabar,150 kV,150.0,150,23.27,way/1155757157,150000,OSM-overpass
TRM-SLW-0145,Sulselrabar,150 kV,150.0,150,0.351,way/1155935997,150000,OSM-overpass
TRM-SLW-0146,Sulselrabar,150 kV,150.0,150,0.035,way/1155935998,150000,OSM-overpass
TRM-SLW-0147,Sulselrabar,150 kV,150.0,150,0.17,way/1155935999,150000,OSM-overpass
TRM-SLW-0148,Sulselrabar,150 kV,150.0,150,0.372,way/1155936000,150000,OSM-overpass
TRM-SLW-0149,Sulselrabar,150 kV,150.0,150,0.347,way/1155936001,150000,OSM-overpass
TRM-SLW-0150,Sulselrabar,150 kV,150.0,150,0.048,way/1155936002,150000,OSM-overpass
TRM-SLW-0151,Sulselrabar,70 kV,70.0,70,6.49,way/1155942857,70000,OSM-overpass
TRM-SLW-0152,Sulselrabar,70 kV,70.0,70,5.395,way/1155942859,70000,OSM-overpass
TRM-SLW-0153,Sulselrabar,150 kV,150.0,150,3.493,way/1155942861,150000,OSM-overpass
TRM-SLW-0154,Sulselrabar,150 kV,150.0,150,10.43,way/1155942864,150000,OSM-overpass
TRM-SLW-0155,Sulselrabar,150 kV,150.0,150,3.846,way/1155942865,150000,OSM-overpass
TRM-SLW-0156,Sulselrabar,150 kV,150.0,150,7.777,way/1155942867,150000,OSM-overpass
TRM-SLW-0157,Sulteng,150 kV,150.0,150,19.941,way/1178386999,150000,OSM-overpass
TRM-SLW-0158,Sulutgo,150 kV,150.0,150,0.02,way/1191616528,150000,OSM-overpass
TRM-SLW-0159,Sulutgo,150 kV,150.0,150,0.018,way/1191616529,150000,OSM-overpass
TRM-SLW-0160,Sulutgo,150 kV,150.0,150,0.07,way/1191616530,150000,OSM-overpass
TRM-SLW-0161,Sulutgo,150 kV,150.0,150,0.073,way/1191616531,150000,OSM-overpass
TRM-SLW-0162,Sulutgo,150 kV,150.0,150,0.026,way/1191616533,150000,OSM-overpass
TRM-SLW-0163,Sulutgo,150 kV,150.0,150,0.021,way/1191616534,150000,OSM-overpass
TRM-SLW-0164,Sulutgo,150 kV,150.0,150,0.039,way/1191616535,150000,OSM-overpass
TRM-SLW-0165,Sulutgo,150 kV,150.0,150,0.039,way/1191616536,150000,OSM-overpass
TRM-SLW-0166,Sulutgo,70 kV,70.0,70,0.047,way/1191616537,70000,OSM-overpass
TRM-SLW-0167,Sulutgo,70 kV,70.0,70,0.053,way/1191616538,70000,OSM-overpass
TRM-SLW-0168,Sulutgo,150 kV,150.0,150,29.648,way/1191616539,150000,OSM-overpass
TRM-SLW-0169,Sulselrabar,70 kV,70.0,70,0.036,way/1193198568,70000,OSM-overpass
TRM-SLW-0170,Sulselrabar,70 kV,70.0,70,0.036,way/1193198569,70000,OSM-overpass
TRM-SLW-0171,Sulselrabar,150 kV,150.0,150,75.238,way/1193198570,150000,OSM-overpass
TRM-SLW-0172,Sulselrabar,150 kV,150.0,150,0.043,way/1193198573,150000,OSM-overpass
TRM-SLW-0173,Sulselrabar,150 kV,150.0,150,0.045,way/1193198575,150000,OSM-overpass
TRM-SLW-0174,Sulselrabar,150 kV,150.0,150,61.681,way/1193198578,150000,OSM-overpass
