id,system,voltage_class,voltage_kv_max,voltage_kv_all,length_km,osm_id,osm_voltage,source_id
TRM-KLM-0075,Kalselteng,150 kV,150.0,150,0.074,way/756074080,150000,OSM-overpass
TRM-KLM-0076,Kalselteng,150 kV,150.0,150,0.051,way/756074081,150000,OSM-overpass
TRM-KLM-0077,Kalselteng,150 kV,150.0,150,0.152,way/756074082,150000,OSM-overpass
TRM-KLM-0078,Kalselteng,150 kV,150.0,150,40.957,way/756074083,150000,OSM-overpass
TRM-KLM-0079,Kalselteng,150 kV,150.0,150,0.605,way/756074087,150000,OSM-overpass
TRM-KLM-0080,Kalselteng,150 kV,150.0,150,5.157,way/756074088,150000,OSM-overpass
TRM-KLM-0081,Mahakam,150 kV,150.0,150,0.031,way/756394102,150000,OSM-overpass
TRM-KLM-0082,Mahakam,150 kV,150.0,150,0.278,way/756394104,150000,OSM-overpass
TRM-KLM-0083,Mahakam,150 kV,150.0,150,0.051,way/756394105,150000,OSM-overpass
TRM-KLM-0084,Mahakam,150 kV,150.0,150,27.441,way/756394106,150000,OSM-overpass
TRM-KLM-0085,Mahakam,150 kV,150.0,150,0.043,way/756394107,150000,OSM-overpass
TRM-KLM-0086,Mahakam,150 kV,150.0,150,7.106,way/756394108,150000,OSM-overpass
TRM-KLM-0087,Mahakam,150 kV,150.0,150,0.095,way/756394109,150000,OSM-overpass
TRM-KLM-0088,Mahakam,150 kV,150.0,150,0.115,way/756394110,150000,OSM-overpass
TRM-KLM-0089,Mahakam,150 kV,150.0,150,10.754,way/756394111,150000,OSM-overpass
TRM-KLM-0090,Mahakam,150 kV,150.0,150,0.083,way/756394112,150000,OSM-overpass
TRM-KLM-0091,Mahakam,150 kV,150.0,150,0.071,way/756394113,150000,OSM-overpass
TRM-KLM-0092,Mahakam,150 kV,150.0,150,0.034,way/756394114,150000,OSM-overpass
TRM-KLM-0093,Mahakam,150 kV,150.0,150,0.153,way/756394115,150000,OSM-overpass
TRM-KLM-0094,Mahakam,150 kV,150.0,150,0.043,way/756394116,150000,OSM-overpass
TRM-KLM-0095,Mahakam,150 kV,150.0,150,76.363,way/756394117,150000,OSM-overpass
TRM-KLM-0096,Mahakam,150 kV,150.0,150,15.777,way/756458681,150000,OSM-overpass
TRM-KLM-0097,Mahakam,150 kV,150.0,150,0.031,way/756458682,150000,OSM-overpass
TRM-KLM-0098,Mahakam,150 kV,150.0,150,53.252,way/756631777,150000,OSM-overpass
TRM-KLM-0099,Mahakam,150 kV,150.0,150,0.05,way/756631779,150000,OSM-overpass
TRM-KLM-0100,Mahakam,150 kV,150.0,150,0.108,way/756631781,150000,OSM-overpass
TRM-KLM-0101,Mahakam,150 kV,150.0,150,20.345,way/756631782,150000,OSM-overpass
TRM-KLM-0102,Mahakam,150 kV,150.0,150,0.109,way/879894605,150000,OSM-overpass
TRM-KLM-0103,Mahakam,150 kV,150.0,150,0.12,way/879894606,150000,OSM-overpass
TRM-KLM-0104,Mahakam,150 kV,150.0,150,0.436,way/879894607,150000,OSM-overpass
TRM-KLM-0105,Mahakam,150 kV,150.0,150,0.112,way/879894608,150000,OSM-overpass
TRM-KLM-0106,Mahakam,150 kV,150.0,150,45.955,way/879894609,150000,OSM-overpass
TRM-KLM-0107,Mahakam,150 kV,150.0,150,44.627,way/879894610,150000,OSM-overpass
TRM-KLM-0108,Kalselteng,150 kV,150.0,150;20,0.264,way/907654464,150000;20000,OSM-overpass
TRM-KLM-0109,Khatulistiwa,150 kV,150.0,150,22.398,way/934342722,150000,OSM-overpass
TRM-KLM-0110,Khatulistiwa,150 kV,150.0,150,42.538,way/934342723,150000,OSM-overpass
TRM-KLM-0111,Khatulistiwa,150 kV,150.0,150,64.899,way/934342725,150000,OSM-overpass
TRM-KLM-0112,Mahakam,150 kV,150.0,150,91.161,way/943966219,150000,OSM-overpass
TRM-KLM-0113,Mahakam,150 kV,150.0,150,34.147,way/943966223,150000,OSM-overpass
TRM-KLM-0114,Mahakam,150 kV,150.0,150,0.11,way/944504859,150000,OSM-overpass
TRM-KLM-0115,Mahakam,150 kV,150.0,150,19.882,way/944504862,150000,OSM-overpass
TRM-KLM-0116,Mahakam,150 kV,150.0,150,40.644,way/944504863,150000,OSM-overpass
TRM-KLM-0117,Mahakam,150 kV,150.0,150,4.992,way/944504865,150000,OSM-overpass
TRM-KLM-0118,Mahakam,150 kV,150.0,150,14.411,way/944537201,150000,OSM-overpass
TRM-KLM-0119,Mahakam,150 kV,150.0,150,1.561,way/944537202,150000,OSM-overpass
TRM-KLM-0120,Mahakam,150 kV,150.0,150,2.552,way/944537203,150000,OSM-overpass
TRM-KLM-0121,Mahakam,150 kV,150.0,150,24.755,way/945128871,150000,OSM-overpass
TRM-KLM-0122,Mahakam,150 kV,150.0,150,39.944,way/945128873,150000,OSM-overpass
TRM-KLM-0123,Mahakam,150 kV,150.0,150,45.008,way/945128877,150000,OSM-overpass
TRM-KLM-0124,Mahakam,150 kV,150.0,150,14.869,way/945128880,150000,OSM-overpass
TRM-KLM-0125,Kalselteng,150 kV,150.0,150,4.763,way/945128884,150000,OSM-overpass
TRM-KLM-0126,Mahakam,150 kV,150.0,150,6.888,way/945128885,150000,OSM-overpass
TRM-KLM-0127,Kalselteng,150 kV,150.0,150,48.116,way/945128886,150000,OSM-overpass
